,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,false_positive_rate,threshold
17,1635.0,2562.0,10.0,1007.0,0.9939209818840027,0.6188493371009827,0.7627711892127991,0.0038880249485373497,0.03403403403403403
18,1680.0,2562.0,10.0,962.0,0.9940828680992126,0.6358819007873535,0.7756232619285583,0.0038880249485373497,0.036036036036036036
19,1708.0,2562.0,10.0,934.0,0.9941792488098145,0.6464799642562866,0.7834862470626831,0.0038880249485373497,0.03803803803803804
20,1738.0,2562.0,10.0,904.0,0.9942792057991028,0.6578349471092224,0.7917995452880859,0.0038880249485373497,0.04004004004004004
21,1760.0,2560.0,12.0,882.0,0.993228018283844,0.6661620140075684,0.7974626421928406,0.00466562993824482,0.04204204204204204
22,1791.0,2559.0,13.0,851.0,0.9927937984466553,0.6778955459594727,0.8056679964065552,0.005054432433098555,0.044044044044044044
23,1816.0,2557.0,15.0,826.0,0.991807758808136,0.6873580813407898,0.8119829893112183,0.0058320374228060246,0.04604604604604605
24,1839.0,2556.0,16.0,803.0,0.991374671459198,0.6960635781288147,0.8178786039352417,0.0062208399176597595,0.04804804804804805
25,1870.0,2554.0,18.0,772.0,0.9904661178588867,0.707797110080719,0.8256070613861084,0.0069984449073672295,0.050050050050050046
26,1882.0,2554.0,18.0,760.0,0.9905263185501099,0.7123391628265381,0.8287098407745361,0.0069984449073672295,0.05205205205205205
